"cnt","to_usgs","to_comid","from_comid","from_usgs"
4,"13302500",23503542,"{23478581,23478663,23478743,23498759}","{13297355,13297330,13296500,13302005}"
4,"05463050",22472163,"{2165301,6561217,7017505,22471721}","{05458900,05462000,05458500,05463000}"
4,"01138500",9326224,"{4572379,4573927,4594661,4594599}","{01135500,01139000,01131500,01137500}"
4,"05454500",11916315,"{11916389,11915507,11915407,11915429}","{05453520,05454300,05454090,05454000}"
4,"03566000",19678155,"{19674799,19677799,19679561,19679979}","{03550000,03565500,03544970,03550500}"
4,"06185500",3012079,"{12463734,3102237,12517334,12526443}","{06177000,06185110,06181000,06177500}"
4,"02168504",9869858,"{9869744,9869384,9869450,9869618}","{02167000,02167450,02167582,02167705}"
4,"03250500",2091737,"{2091469,2091809,2091855,2093851}","{03250190,03250322,03250100,03248300}"
4,"07249455",1543497,"{381670,512987,402478,6041518}","{07194500,07245000,07198000,07249413}"
4,"14140000",23736009,"{23736041,23736049,23736093,23736433}","{14139800,14138850,14138900,14138870}"
4,"02479310",18121240,"{18105054,18105412,18107248,18121032}","{02479130,02479155,02479300,02479000}"
4,"10257549",948100389,"{22590045,22590047,22591931,22593463}","{10255890,10255897,10257500,10256500}"
4,"02391860",6498588,"{6496222,6496136,6496580,6496726}","{02390050,02390475,02391540,02390140}"
4,"03353611",18476893,"{18476879,18476791,18476471,18476797}","{03352953,03353460,03353600,03353120}"
4,"02145000",9747440,"{9745122,9745600,9747390,9747396}","{02143000,02143040,02143500,02144000}"
4,"03335500",10205115,"{20101828,18490768,20097561,20100492}","{03329000,03333050,03335000,03329700}"
4,"01610000",8431820,"{8420360,8431428,14363552,14364372}","{01608500,01609000,01603000,01604500}"
4,"09400350",21745087,"{21747127,21739202,21745665,21746325}","{09397300,09397500,09398300,09399400}"
4,"05428500",13293750,"{13293576,13294166,13294176,13294264}","{05427850,05427910,05427930,05427943}"
4,"08159000",5781369,"{5781431,5781731,5781407,5781417}","{08158827,08158970,08158860,08158813}"
4,"06891000",3729539,"{747785,3646844,3646124,3646432}","{06890900,06889000,06889500,06889630}"
4,"14201340",23800604,"{23800674,23800692,23800718,23801360}","{14200100,14200300,14200700,14201300}"
4,"01144500",9327870,"{9326224,4573939,4574807,6084505}","{01138500,01139800,01141500,01144000}"
4,"01453000",4188273,"{4188205,4188007,4187763,4188017}","{01451000,01452000,01451650,01452500}"
4,"08188060",3839167,"{3838221,3838999,3839263,7852265}","{08183500,08186500,08187500,08186000}"
4,"06177000",12463734,"{12352441,12308335,12355773,12723432}","{06115200,06174500,06131200,06130500}"
4,"12508990",23099678,"{23099846,23099884,23100180,23107326}","{12500450,12502500,12506000,12505450}"
4,"02336490",3286344,"{2048241,2047989,2047963,2048017}","{02336000,02336300,02336410,02336313}"
4,"08049300",1268382,"{1268410,1268426,1268612,1268884}","{08048000,08048543,08048970,08048800}"
4,"11447890",15059765,"{15048349,15040355,15040999,15059759}","{11447650,11336580,11336585,11447830}"
4,"02223000",1943829,"{1050623,1050457,1056233,1056599}","{02218300,02219000,02220900,02221525}"
4,"05593000",13871382,"{13871274,13869098,13870316,13870642}","{05592500,05592575,05592800,05592900}"
4,"07211500",20050371,"{20059116,20058852,20060156,20066137}","{07207000,07207500,07208500,07203000}"
4,"02029000",8548103,"{8547851,8547459,8547581,8549853}","{02026000,02028500,02027000,02027500}"
4,"01014000",4287759,"{721640,724696,4288013,4288603}","{01011000,01013500,01011500,01010500}"
4,"07359002",21999712,"{15233768,15233884,15234772,15238142}","{07358550,07358250,07356000,07358280}"
4,"01335754",22290557,"{22288449,22288025,22288127,22290307}","{01328770,01329490,01330000,01334500}"
4,"06402600",14397246,"{9555125,14396988,14400096,14401052}","{06401500,06402430,06402500,06402000}"
4,"02334653",2045427,"{2045337,2044673,2044799,2044851}","{02334430,02334480,02334578,02334620}"
4,"12372000",24356639,"{947010306,24344199,24344323,24349942}","{12363000,12366080,12365700,12370000}"
4,"10322500",10782860,"{10783402,10782656,10782696,10783380}","{10321000,10322000,10322150,10321590}"
4,"04116000",9008227,"{12232338,12232396,12242698,12242422}","{04115265,04115000,04114000,04114498}"
4,"09144250",3232789,"{3252173,1338068,3233455,3251413}","{09128000,09136100,09143500,09129600}"
4,"06803495",17405849,"{17405565,17405855,17405857,17405897}","{06803486,06803170,06803093,06803080}"
4,"02467000",18540822,"{18215736,18604196,18604744,18634030}","{02466030,02448500,02448900,02447025}"
4,"03209500",887151,"{1086659,1087021,1087671,1087803}","{03207965,03207800,03209000,03208500}"
4,"01034500",1733994,"{3923,1702734,1713454,1720007}","{01030500,01027200,01029500,01034000}"
4,"12445000",23064963,"{23065017,23065131,23065319,24120686}","{12444550,12444290,12439500,12442500}"
4,"07194500",381670,"{371305,833464,847450,21773127}","{07165570,07176000,07178200,07191500}"
4,"05568500",13606262,"{14837877,13598741,14839053,14839241}","{05558300,05568000,05561500,05560500}"
4,"09508500",20438416,"{20436276,20436512,20437048,20437386}","{09506000,09507480,09507980,09508300}"
4,"03025500",10222194,"{10220190,9053487,10222370,10222114}","{03016000,03024000,03020000,03020500}"
4,"08111500",3121538,"{5559374,5577121,5577677,5577721}","{08110200,08110800,08111052,08111054}"
4,"09315000",4931276,"{5308854,1374702,3910559,11985487}","{09306500,09272400,09314500,09302000}"
4,"05427085",13296176,"{13283852,13292712,13295168,13295224}","{05426000,05425500,05426250,05426350}"
4,"01400000",9513840,"{9512948,9513068,9513794,9513796}","{01399100,01399670,01399500,01398500}"
4,"07331600",8350531,"{425086,429982,430546,430522}","{07316000,07331200,07331383,07331000}"
4,"01545500",8135528,"{4672391,8126619,8127609,8134992}","{01542500,01544000,01543500,01545000}"
4,"04087120",12162512,"{12163856,12163826,12163882,12163888}","{04087070,04087030,04087088,04087119}"
4,"07106000",1530529,"{1529977,1531239,1530241,1531241}","{07105800,384037104472001,07105900,07105940}"
4,"07187600",7591093,"{7590909,7590377,7590701,7590877}","{07186000,07186480,07187000,07186055}"
4,"04182900",15668481,"{15671761,15671773,15673375,15679319}","{04182808,04182755,04182000,04180500}"
4,"14220500",24241843,"{24241873,24241981,24242219,24242293}","{14219000,14216000,14216500,14219800}"
4,"02294650",16802915,"{16794835,16802865,16802829,933100032}","{02294217,02294161,02294405,02294330}"
4,"03377500",10382055,"{10286960,10339414,18440574,18471310}","{03343010,03346500,03376500,03374100}"
4,"14189000",23780423,"{23780883,23785687,23786251,23786665}","{14184100,14187500,14188800,14188610}"
4,"05070000",9399066,"{6696830,6696814,9399094,14145053}","{05064500,05067500,05069000,05066500}"
4,"04157005",13204453,"{13009630,13016523,13029183,13048225}","{04151500,04148500,04144500,04156000}"
4,"02112000",9250904,"{9250814,9251670,9251726,9253266}","{02111500,0211139110,02111180,02111000}"
4,"06807000",7312363,"{17416032,17219468,7312223,17219246}","{06805500,06610000,06806500,06610795}"
4,"05079000",7040857,"{7038705,7040481,7047623,7053799}","{05075000,05078520,05076000,05078500}"
4,"02444160",18631042,"{18648624,18659916,18673952,18697191}","{02443500,02441300,02439400,02437000}"
4,"08108700",5558060,"{5593118,5555562,5555300,5593046}","{08106500,08098290,08098300,08108250}"
4,"08276500",17864594,"{17863292,17862548,17864480,17863440}","{08263500,08266820,08276300,08267500}"
4,"02358000",2293124,"{2306737,2310009,3425836,3516630}","{023432415,02343940,02356000,02357000}"
4,"02210500",6336552,"{6331480,6334744,6331514,6334740}","{02209000,02208000,02209360,02204520}"
4,"02089000",11239411,"{8786017,8786063,8786041,8786045}","{02087500,02088500,0208773375,02088000}"
4,"01578310",4726595,"{4722221,4724801,4724553,4726191}","{01576000,01576787,01576754,01577500}"
4,"09066325",1319236,"{1319214,1320244,1320264,1320274}","{09066300,09066200,09065500,09066000}"
4,"06879100",18841770,"{18887262,5927182,18880718,18888354}","{06877600,06857100,06878000,06878600}"
4,"05301000",4120654,"{4084418,4085656,4104611,4113256}","{05292000,05293000,05294000,05300000}"
4,"04040000",11947215,"{11947259,11951467,11951527,11952111}","{04036000,04033500,04033000,04037500}"
4,"02342881",3438596,"{3434274,3432234,3433426,3435970}","{02341460,02341800,02342850,02342500}"
4,"09027100",1239255,"{1239617,1239619,1239635,1239657}","{09025000,09026500,09025300,09024000}"
4,"07249413",6041518,"{6041516,6047872,6048082,6049306}","{07249400,07247015,07247250,07247500}"
4,"06601200",17244488,"{17244390,17240094,17243674,17244016}","{06486000,06600500,06599900,06601000}"
4,"07341500",19947688,"{9544237,3750770,3746094,3748876}","{07337000,07340000,07340300,07341200}"
4,"02375500",448444,"{446386,2413994,2413254,2413350}","{02375000,02374250,02374745,02374700}"
4,"02224940",14348516,"{1958701,6367034,6381757,6383975}","{02224500,02215500,02215900,02216180}"
4,"04208504",15588544,"{15586982,15587072,15587158,15588372}","{04208347,04208000,412453081395500,04208502}"
4,"01381900",6250690,"{6249860,6249998,6250812,6250836}","{01381000,01381800,01379530,01379500}"
4,"06887500",3644490,"{2279137,18841770,18841166,18841318}","{06887000,06879100,06879810,06879650}"
4,"12395500",22995167,"{22975980,22977134,22988591,24114491}","{12391950,12392155,12395000,12392300}"
4,"06824500",11714631,"{11713555,11714577,11714581,11721499}","{06823000,06824000,06823500,06821500}"
4,"13206000",23398831,"{23382201,23382303,23386269,23399813}","{13185000,13200000,13192200,13204640}"
4,"05532500",14786231,"{14784677,14784675,14785933,14785903}","{05529000,05529500,05531500,05532000}"
4,"06770200",940200366,"{940200357,7261053,7261231,7264221}","{06768035,06769525,06768020,06769000}"
4,"05586100",3598326,"{13606262,14819009,13586224,13803642}","{05568500,05583000,05570000,05585000}"
4,"02166501",9869434,"{9871292,9870686,9868108,9868430}","{02163500,021650905,021652801,02165200}"
4,"09402000",20517943,"{20513024,20536546,21745087,945020585}","{09401110,09400568,09400350,09401260}"
4,"02146800",9731454,"{9731328,9731340,9731398,9731320}","{02146381,02146530,02146750,0214678175}"
4,"03352953",18476879,"{18476353,18476401,18476367,18476435}","{03351000,03352500,03351072,03351310}"
4,"06813500",3702540,"{7312363,659660,3702270,19161749}","{06807000,06810000,06813000,06811500}"
4,"01188090",6109643,"{6105951,6111421,6109247,6111419}","{01187300,01186000,01188000,01186500}"
4,"09471000",15932661,"{15932947,15934417,15934841,945050169}","{09470700,09470800,09470750,09470500}"
4,"13247500",24166566,"{24158523,24158991,24164073,24176857}","{13235000,13236500,13237920,13246000}"
4,"07367005",19432886,"{15221924,17916483,19474395,19474583}","{07366200,07364078,07364200,07364300}"
4,"02387000",12194190,"{12193270,12193538,12193830,12193956}","{02384540,02384500,02385170,02385800}"
4,"11425500",15039097,"{2851625,7981844,8027910,948020363}","{11390500,11421000,11402000,11424000}"
4,"05558300",14837877,"{14780172,13617265,14763925,14836121}","{05543500,05555300,05552500,05556500}"
4,"11150500",8211251,"{8212787,8210533,8212843,17647991}","{11149400,11149900,11147500,11148500}"
4,"07335500",8348933,"{8350531,700694,707434,8348819}","{07331600,07332500,07335300,07332622}"
4,"06887000",2279137,"{2277309,2277053,2278259,4024807}","{06882510,06885500,06886500,06884400}"
4,"11128500",17609015,"{17607945,17610419,17611449,17611425}","{11128250,11125600,11123500,11124500}"
4,"03049500",11049994,"{4581930,4742165,4741239,11049880}","{03048500,03036500,03039000,03049000}"
4,"06892518",3727857,"{3730399,3727673,3730031,3730091}","{06892350,06892513,06892495,06892360}"
4,"09050700",1312847,"{1312885,1312907,1314083,1314289}","{09050100,09046600,09047700,09047500}"
4,"02453500",18592074,"{18578829,18579837,18590656,18591938}","{02450250,02450825,02450180,02453000}"
4,"02147020",9736382,"{9731454,9731452,9733402,9736188}","{02146800,0214685800,02146110,02146000}"
4,"09081000",1325991,"{1326889,1327445,1327153,1327159}","{09080400,09074500,09073400,09075400}"
4,"03424860",18421703,"{18421273,18421297,18422725,18432749}","{03424730,03423000,03419800,03421000}"
3,"05545750",14769576,"{14767570,14768304,14768740}","{05543830,05544200,055451345}"
3,"06918250",2984150,"{2997970,7362777,7367099}","{06916600,06917060,06918060}"
3,"02295637",16803063,"{16801879,16802169,16802007}","{02295194,02295580,02295420}"
3,"01434000",4151524,"{2615318,2743148,4150156}","{01428500,01432110,01433500}"
3,"10293000",8915857,"{8915907,8915933,8915935}","{10291500,10289500,10290500}"
3,"11313440",1909508,"{1889648,1889680,1889742}","{11313452,11313431,11313434}"
3,"12305000",22904899,"{22878293,22893139,22900496}","{12301933,12302055,12304500}"
3,"02337000",3286256,"{3285556,3285562,3285574}","{02336986,02336968,02336910}"
3,"03245500",25243939,"{3930910,3931398,3935804}","{03241500,03240000,03244936}"
3,"07221500",20052023,"{20044492,20044782,20050371}","{07218000,07216500,07211500}"
3,"08353000",943020235,"{17773345,17789879,17795246}","{08343500,08340500,08334000}"
3,"03150000",15383167,"{15363885,15380191,15380941}","{03146500,03144500,03149500}"
3,"05407000",13637495,"{14709874,13633025,13654300}","{05404000,05406500,05405000}"
3,"07161450",496568,"{251482,255270,494794}","{07160500,07160000,07160810}"
3,"07263300",22848029,"{22845923,22846055,22848005}","{072632982,072632971,072632966}"
3,"02388500",6489904,"{6486392,6487858,6489404}","{02387500,02387600,02388350}"
3,"05540290",14787023,"{14787003,14787007,14787017}","{05540130,05540250,05540275}"
3,"05550001",14771760,"{14769576,14771284,14771320}","{05545750,05548280,05549000}"
3,"06919020",7371873,"{7374093,7374295,7374577}","{06918740,06918440,06918460}"
3,"08106350",5592482,"{5592244,5670795,5671187}","{08104500,08105700,08105888}"
3,"02207220",6333628,"{6333538,6333546,6333534}","{02207120,02207160,02207185}"
3,"06853020",19011577,"{14610398,8367534,19043513}","{06847500,06848500,06844500}"
3,"11520500",4440518,"{361671,3798909,3917058}","{11516530,11519500,11517500}"
3,"02198375",20104065,"{22726581,9978725,9978327}","{02197500,02198000,02198100}"
3,"01451000",4188205,"{4188159,4187341,4187957}","{01449000,01449800,01450500}"
3,"07142680",22076543,"{22080869,21194132,941030274}","{07141300,07142575,07141900}"
3,"12097850",23980833,"{23980841,23981017,23981161}","{12097820,12096865,12097500}"
3,"07326000",682561,"{682419,683399,683417}","{07325850,07325800,07325860}"
3,"04099000",12262568,"{12262414,12260134,12261948}","{04097500,04097540,04098980}"
3,"02016500",8523633,"{8524321,8523325,8525619}","{02013100,02016000,02014000}"
3,"06172310",12307723,"{12289022,12296610,12306001}","{06169500,06167500,06164510}"
3,"02456500",18566317,"{18563487,18565189,18565735}","{02455000,02455185,02455980}"
3,"14048000",23685496,"{23686204,23686020,23686446}","{14046500,14046778,14046890}"
3,"14207500",23804832,"{23804986,23805092,23805270}","{14205400,14203500,14206950}"
3,"05344490",2651896,"{2649706,2649086,2651708}","{05341550,05341752,05342000}"
3,"12027500",23850295,"{23850431,23850671,23850731}","{12021800,12025000,12026400}"
3,"12096500",23980385,"{23980451,23980639,23980763}","{12093500,12094000,12095000}"
3,"07072500",7549123,"{7548159,7561621,7573907}","{07069000,07069500,07072000}"
3,"02146600",9731500,"{9731284,9731286,9731292}","{0214655255,02146562,0214657975}"
3,"11179000",2806725,"{2806611,2806745,2806865}","{11176900,11174000,11173575}"
3,"01633000",8441291,"{8441037,8441047,8441303}","{01632000,01632082,01632900}"
3,"11181000",2803983,"{2803935,2803945,2804901}","{11180900,11180825,11180960}"
3,"12149000",23970199,"{23970215,23970253,23970755}","{12145500,12144500,12148500}"
